annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien_estime,annee_publication,mois_publication,trimestre_publication,nom_mois_publication,categorie_surface,categorie_prix,segment_marche
ANO001267,2023-05-05,Villa moderne Kenitra,kenitra,inconnu,villa,vente,1703320.65,168.73,4,3,0,1998,10094.948438333433,28,2023,5,2,May,Grand (> 150 m²),Medium,Market Standard
ANO000221,2024-10-08,Appartement moderne Marrakech,marrakech,medina,appartement,vente,481160.56,71.33,2,2,4,2009,6745.556708257395,17,2024,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO000792,2024-04-17,Appartement 112m² Hay Qods,oujda,hay qods,appartement,vente,610213.93,112.93,3,1,3,2021,5403.470556982202,5,2024,4,2,April,Moyen (80-150 m²),High standard,Market Standard
ANO001049,2023-06-26,Appartement à vente - Casablanca,casablanca,anfa,appartement,vente,601871.55,96.75,2,2,2,2004,6220.894573643412,22,2023,6,2,June,Moyen (80-150 m²),High standard,Market Standard
ANO000342,2023-06-22,Bureau moderne Kenitra,kenitra,inconnu,bureau,vente,2056908.14,189.1,0,0,2,2013,10877.356636700159,13,2023,6,2,June,Grand (> 150 m²),Luxury,Market Standard
ANO001429,2024-07-15,Beau Appartement Tanger,tanger,iberia,appartement,location,1826.04,90.08,2,2,0,2006,20.27131438721137,20,2024,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO001074,2024-01-26,Beau Duplex Marrakech,marrakech,medina,duplex,vente,2232887.59,97.49,2,2,2,2016,22903.76028310596,10,2024,1,1,January,Moyen (80-150 m²),Luxury,Market Standard
ANO000380,2023-05-11,Appartement moderne Casablanca,casablanca,non spécifié,appartement,vente,402687.06,99.94,2,1,0,2010,4029.288172903742,16,2023,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000907,2024-05-10,Appartement 88m² Gueliz,marrakech,gueliz,appartement,vente,478917.29,88.09,1,1,4,2024,5436.681689181519,2,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO001048,2024-09-24,Villa 242m² Non spécifié,casablanca,non spécifié,villa,vente,2809158.87,242.07,4,3,0,1990,11604.737761804437,36,2024,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO000622,2023-06-14,Beau Villa Tanger,tanger,iberia,villa,location,13508.81,354.35,3,1,0,1996,38.122788203753345,30,2023,6,2,June,Grand (> 150 m²),Economy,Market Standard
ANO000761,2023-04-17,Appartement à location - Agadir,agadir,centre,appartement,location,5238.71,68.06,2,2,4,2019,76.97193652659418,7,2023,4,2,April,Petit (< 80 m²),Economy,Market Standard
ANO000047,2023-10-30,Appartement 54m² Casablanca,casablanca,inconnu,appartement,vente,647622.07,54.23,3,2,4,2003,11942.13664023603,23,2023,10,4,October,Petit (< 80 m²),High standard,Market Standard
ANO000327,2024-03-20,Villa à vente - Tétouan,tétouan,centre,villa,vente,1408048.59,310.83,4,3,0,2016,4529.963613550816,10,2024,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO001057,2023-06-22,Terrain à location - Tanger,tanger,inconnu,terrain,location,3084.05,250.08,0,0,0,2002,12.332253678822777,24,2023,6,2,June,Grand (> 150 m²),Economy,Market Standard
ANO000785,2023-02-24,Terrain moderne Tanger,tanger,iberia,terrain,vente,1005070.8,136.09,0,0,0,2019,7385.339113821736,7,2023,2,1,February,Moyen (80-150 m²),Luxury,Market Standard
ANO000325,2023-10-22,Beau Terrain Agadir,agadir,inconnu,terrain,vente,1052193.06,221.69,0,0,0,2006,4746.236005232532,20,2023,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO000203,2023-05-02,Villa 150m² Iberia,tanger,iberia,villa,vente,1813105.4,150.43,4,2,0,1995,12052.817921957056,31,2023,5,2,May,Grand (> 150 m²),Medium,Market Standard
ANO001230,2024-10-16,Appartement moderne Oujda,oujda,inconnu,appartement,vente,581773.04,116.88,3,1,0,2008,4977.524298425737,18,2024,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO001405,2024-09-28,Villa moderne Marrakech,marrakech,targa,villa,vente,2598921.89,101.25,4,2,0,2008,25668.364345679012,18,2024,9,3,September,Moyen (80-150 m²),High standard,Market Standard
ANO001095,2023-02-28,Beau Terrain Kenitra,kenitra,inconnu,terrain,location,617.14,405.17,0,0,0,1997,1.52316311671644,29,2023,2,1,February,Grand (> 150 m²),Economy,Market Standard
ANO000296,2023-06-02,Duplex moderne Tétouan,tétouan,m'diq,duplex,vente,2908024.4,179.2,2,2,1,2007,16227.814732142857,19,2023,6,2,June,Grand (> 150 m²),Luxury,Market Standard
ANO001103,2023-11-20,Villa à vente - Meknès,meknès,ville nouvelle,villa,vente,2466003.1,278.93,4,3,0,2024,8840.938945255082,2,2023,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO001331,2024-01-28,Appartement 73m² Oujda,oujda,inconnu,appartement,vente,347298.04,73.22,2,1,2,1994,4743.212783392515,32,2024,1,1,January,Petit (< 80 m²),Medium,Market Standard
ANO001472,2024-04-08,Appartement 90m² Centre,oujda,centre,appartement,vente,250232.68,90.01,2,2,1,2014,2780.0542161982,12,2024,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO001066,2023-03-13,Bureau à vente - Meknès,meknès,inconnu,bureau,vente,447995.99,148.51,0,0,2,1994,3016.6048750925866,32,2023,3,1,March,Moyen (80-150 m²),Economy,Market Standard
ANO000472,2024-03-05,Terrain à location - Oujda,oujda,inconnu,terrain,location,5798.0,222.78,0,0,0,2017,26.02567555435856,9,2024,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO001364,2023-12-28,Duplex 95m² Hivernage,marrakech,hivernage,duplex,vente,60000000.0,95.07,4,3,8,2021,631113.9160618492,5,2023,12,4,December,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000762,2023-01-24,Beau Appartement Rabat,rabat,hay riad,appartement,vente,432260.14,73.39,2,1,4,2006,5889.9051641913065,20,2023,1,1,January,Petit (< 80 m²),Medium,Market Standard
ANO000211,2024-09-05,Beau Villa Kenitra,kenitra,centre,villa,vente,1353767.69,372.36,4,2,0,2008,3635.6420936727895,18,2024,9,3,September,Grand (> 150 m²),Medium,Market Standard
ANO000199,2023-03-19,Beau Terrain Casablanca,casablanca,maarif,terrain,vente,1111261.98,238.8,0,0,0,1995,4653.525879396984,31,2023,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO001069,2024-06-08,Terrain à vente - Agadir,agadir,hay mohammadi,terrain,vente,514305.09,218.76,0,0,0,2003,2351.001508502469,23,2024,6,2,June,Grand (> 150 m²),Medium,Market Standard
ANO001220,2023-10-14,Bureau 126m² Tanger,tanger,inconnu,bureau,vente,365408.94,126.42,0,0,3,2024,2890.43616516374,2,2023,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000261,2023-12-29,Terrain moderne Rabat,rabat,hay riad,terrain,vente,853310.3,139.76,0,0,0,2005,6105.540211791644,21,2023,12,4,December,Moyen (80-150 m²),High standard,Market Standard
ANO001008,2023-09-22,Duplex à vente - Agadir,agadir,talborjt,duplex,vente,1522103.18,129.43,3,2,6,2019,11760.049293054159,7,2023,9,3,September,Moyen (80-150 m²),High standard,Market Standard
ANO000169,2023-12-10,Villa à vente - Rabat,rabat,hassan,villa,vente,5024036.15,211.03,4,3,0,1991,23807.212955503957,35,2023,12,4,December,Grand (> 150 m²),Luxury,Market Standard
ANO001183,2024-08-24,Beau Villa Kenitra,kenitra,centre,villa,vente,2543532.9,367.32,3,2,0,2001,6924.569585102908,25,2024,8,3,August,Grand (> 150 m²),High standard,Market Standard
ANO000614,2024-09-25,Villa moderne Tanger,tanger,centre ville,villa,location,8383.77,239.72,6,2,0,1994,34.973177039879864,32,2024,9,3,September,Grand (> 150 m²),Economy,Market Standard
ANO000650,2023-10-24,Bureau moderne Agadir,agadir,hay mohammadi,bureau,vente,1188294.87,165.04,0,0,2,2009,7200.04162627242,17,2023,10,4,October,Grand (> 150 m²),High standard,Market Standard
ANO001088,2023-03-20,Beau Appartement Tétouan,tétouan,inconnu,appartement,location,2222.08,62.38,2,1,3,2019,35.621673613337606,7,2023,3,1,March,Petit (< 80 m²),Economy,Market Standard
ANO000986,2024-04-26,Duplex 196m² Hay Qods,oujda,hay qods,duplex,vente,2848417.92,196.61,3,2,1,2008,14487.655358323584,18,2024,4,2,April,Grand (> 150 m²),Luxury,Market Standard
ANO001492,2024-04-24,Terrain 401m² Ville Nouvelle,fès,ville nouvelle,terrain,vente,963266.11,401.5,0,0,0,2007,2399.168393524284,19,2024,4,2,April,Grand (> 150 m²),High standard,Market Standard
ANO001416,2024-02-04,Appartement à location - Tanger,tanger,malabata,appartement,location,5531.01,89.11,1,1,0,2024,62.069464706542476,2,2024,2,1,February,Moyen (80-150 m²),Economy,Market Standard
ANO000339,2024-11-17,Beau Appartement Tétouan,tétouan,centre,appartement,vente,758315.66,89.95,1,1,3,2004,8430.41311839911,22,2024,11,4,November,Moyen (80-150 m²),Luxury,Market Standard
ANO000550,2024-11-23,Villa moderne Agadir,agadir,centre,villa,vente,2692865.0,344.99,6,4,0,2024,7805.6320473057185,2,2024,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO001454,2024-10-25,Beau Villa Oujda,oujda,inconnu,villa,location,28081.32,274.59,4,3,0,2003,102.26636075603628,23,2024,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO001268,2023-12-12,Villa 152m² M'diq,tétouan,m'diq,villa,vente,3599593.34,152.62,5,2,0,2011,23585.331804481717,15,2023,12,4,December,Grand (> 150 m²),High standard,Market Standard
ANO000819,2023-03-18,Appartement à vente - Marrakech,marrakech,gueliz,appartement,vente,631846.25,122.18,1,1,2,2005,5171.437633000491,21,2023,3,1,March,Moyen (80-150 m²),High standard,Market Standard
ANO000677,2023-01-23,Appartement moderne Agadir,agadir,talborjt,appartement,vente,2083863.77,72.71,2,1,6,2016,28659.933571723286,10,2023,1,1,January,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000809,2024-05-19,Appartement moderne Tanger,tanger,inconnu,appartement,location,1465.07,97.86,2,1,0,2014,14.971081136317187,12,2024,5,2,May,Moyen (80-150 m²),Economy,Market Standard
ANO001188,2023-05-05,Appartement 30m² Malabata,tanger,malabata,appartement,location,180.0,30.25,1,1,1,2019,5.950413223140496,7,2023,5,2,May,Petit (< 80 m²),Economy,Market Standard
ANO000503,2024-11-26,Villa 326m² Medina,fès,medina,villa,vente,2548193.72,326.42,3,2,0,2001,7806.487715213529,25,2024,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO000899,2023-07-27,Appartement moderne Casablanca,casablanca,californie,appartement,location,2360.25,120.78,1,1,1,2016,19.54172876304024,10,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000871,2023-02-03,Beau Appartement Oujda,oujda,inconnu,appartement,vente,2260608.8,56.56,4,3,3,2008,39968.330975954734,18,2023,2,1,February,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000240,2024-10-09,Appartement à vente - Meknès,meknès,hamria,appartement,vente,568036.21,75.91,3,2,4,2008,7483.022131471479,18,2024,10,4,October,Petit (< 80 m²),High standard,Market Standard
ANO000189,2024-06-10,Appartement à vente - Rabat,rabat,souissi,appartement,vente,694145.67,3000.0,3,1,6,1998,231.38189000000003,28,2024,6,2,June,Grand (> 150 m²),Luxury,Exception (Luxury/Grand)
ANO001169,2024-08-28,Appartement à vente - Rabat,rabat,ocean,appartement,vente,1799286.32,50.69,2,1,5,2004,35495.88321167883,22,2024,8,3,August,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001400,2024-10-13,Appartement à vente - Tétouan,tétouan,inconnu,appartement,vente,45000.0,15.0,1,1,4,2014,3000.0,12,2024,10,4,October,Petit (< 80 m²),Medium,Exception (Luxury/Grand)
ANO000146,2024-08-10,Appartement 125m² Ville Nouvelle,meknès,ville nouvelle,appartement,vente,558891.37,125.72,2,1,0,1998,4445.524737511932,28,2024,8,3,August,Moyen (80-150 m²),High standard,Market Standard
ANO000601,2023-06-05,Appartement 83m² Zouagha,fès,zouagha,appartement,location,11041.91,83.48,2,2,0,1989,132.2701245807379,37,2023,6,2,June,Moyen (80-150 m²),Medium,Market Standard
ANO000539,2024-06-12,Villa moderne Tanger,tanger,inconnu,villa,vente,2109760.04,505.45,4,3,0,2012,4174.0232268275795,14,2024,6,2,June,Grand (> 150 m²),Medium,Exception (Luxury/Grand)
ANO000794,2024-01-19,Beau Appartement Agadir,agadir,inconnu,appartement,vente,581233.66,60.91,2,1,4,2002,9542.49975373502,24,2024,1,1,January,Petit (< 80 m²),High standard,Market Standard
ANO001483,2023-09-16,Bureau à vente - Rabat,rabat,hassan,bureau,vente,848694.7,124.0,0,0,1,2007,6844.312096774193,19,2023,9,3,September,Moyen (80-150 m²),Medium,Market Standard
ANO000433,2024-05-16,Beau Villa Rabat,rabat,inconnu,villa,vente,2659538.24,226.78,4,2,0,2004,11727.393244554194,22,2024,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO000770,2023-06-07,Appartement à vente - Oujda,oujda,centre,appartement,vente,528016.41,98.36,3,1,2,2017,5368.202623017487,9,2023,6,2,June,Moyen (80-150 m²),High standard,Market Standard
ANO000991,2023-03-13,Duplex 146m² M'diq,tétouan,m'diq,duplex,vente,80000000.0,146.57,3,2,3,2008,545814.2866889541,18,2023,3,1,March,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001386,2023-09-12,Beau Villa Rabat,rabat,inconnu,villa,vente,30000.0,292.12,4,3,0,1992,102.69752156647952,34,2023,9,3,September,Grand (> 150 m²),Medium,Market Standard
ANO001493,2023-04-28,Duplex moderne Tétouan,tétouan,centre,duplex,location,6093.19,187.83,3,1,8,2008,32.43991907575999,18,2023,4,2,April,Grand (> 150 m²),Economy,Market Standard
ANO001005,2023-09-26,Beau Appartement Fès,fès,inconnu,appartement,location,1582.16,50.07,4,3,0,2000,31.598961453964453,26,2023,9,3,September,Petit (< 80 m²),Economy,Market Standard
ANO001476,2023-10-09,Villa à vente - Casablanca,casablanca,maarif,villa,vente,1633607.52,278.03,3,1,0,1987,5875.651980002159,39,2023,10,4,October,Grand (> 150 m²),Medium,Market Standard
ANO000492,2023-03-18,Beau Appartement Oujda,oujda,inconnu,appartement,location,2207.05,65.38,2,2,4,2015,33.75726521872133,11,2023,3,1,March,Petit (< 80 m²),Economy,Market Standard
ANO000082,2024-08-11,Appartement à vente - Rabat,rabat,inconnu,appartement,vente,653890.62,54.99,2,1,2,1994,11891.082378614294,32,2024,8,3,August,Petit (< 80 m²),High standard,Market Standard
ANO001437,2023-07-13,Appartement moderne Meknès,meknès,inconnu,appartement,location,2105.48,73.39,2,1,6,2010,28.688922196484533,16,2023,7,3,July,Petit (< 80 m²),Economy,Market Standard
ANO000538,2024-12-23,Villa 12m² Kenitra,kenitra,inconnu,villa,location,5673.62,12.0,4,2,0,2009,472.8016666666667,17,2024,12,4,December,Petit (< 80 m²),Economy,Exception (Luxury/Grand)
ANO000149,2023-11-22,Beau Villa Fès,fès,ville nouvelle,villa,vente,1547765.25,303.57,5,3,0,2005,5098.54481668149,21,2023,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO000787,2024-07-10,Appartement à location - Fès,fès,zouagha,appartement,location,5158.02,95.22,2,2,2,1984,54.169502205419036,42,2024,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO001185,2024-04-14,Appartement 147m² Talborjt,agadir,talborjt,appartement,location,2366.42,147.79,2,1,10,1995,16.012044116652007,31,2024,4,2,April,Moyen (80-150 m²),Economy,Market Standard
ANO001206,2024-10-16,Appartement moderne Casablanca,casablanca,hay mohammadi,appartement,vente,638156.51,60.35,1,1,0,1995,10574.258657829329,31,2024,10,4,October,Petit (< 80 m²),High standard,Market Standard
ANO000860,2023-08-29,Villa 272m² Hay Essalam,kenitra,hay essalam,villa,vente,2698429.39,272.45,4,2,0,2009,9904.31047898697,17,2023,8,3,August,Grand (> 150 m²),High standard,Market Standard
ANO001015,2024-06-24,Appartement moderne Meknès,meknès,ville nouvelle,appartement,location,1918.46,90.61,1,1,0,2008,21.172718243019535,18,2024,6,2,June,Moyen (80-150 m²),Economy,Market Standard
ANO001271,2023-06-22,Beau Appartement Agadir,agadir,centre,appartement,location,1722.95,95.5,3,2,2,2003,18.0413612565445,23,2023,6,2,June,Moyen (80-150 m²),Economy,Market Standard
ANO000934,2024-05-14,Appartement 89m² Hivernage,marrakech,hivernage,appartement,location,8481.77,89.6,2,1,0,2024,94.66261160714286,2,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000866,2023-05-22,Appartement moderne Oujda,oujda,inconnu,appartement,vente,280373.28,69.83,1,1,3,2011,4015.083488472004,15,2023,5,2,May,Petit (< 80 m²),Medium,Market Standard
ANO000468,2024-08-05,Appartement moderne Oujda,oujda,hay qods,appartement,vente,614398.33,114.64,3,1,4,2015,5359.371336357292,11,2024,8,3,August,Moyen (80-150 m²),High standard,Market Standard
ANO001221,2023-01-14,Beau Villa Rabat,rabat,agdal,villa,vente,2019980.37,191.75,4,2,0,2005,10534.44782268579,21,2023,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO001341,2024-11-18,Beau Villa Marrakech,marrakech,medina,villa,location,13139.87,136.11,4,2,0,1995,96.53860847843656,31,2024,11,4,November,Moyen (80-150 m²),Economy,Market Standard
ANO000244,2024-12-12,Beau Appartement Casablanca,casablanca,maarif,appartement,vente,456603.43,89.9,2,1,2,1985,5079.014794215795,41,2024,12,4,December,Moyen (80-150 m²),Medium,Market Standard
ANO000390,2024-08-20,Appartement à vente - Casablanca,casablanca,hay mohammadi,appartement,vente,617669.09,99.87,2,1,1,2012,6184.731050365474,14,2024,8,3,August,Moyen (80-150 m²),High standard,Market Standard
ANO001428,2024-01-12,Villa moderne Fès,fès,zouagha,villa,vente,3732174.87,342.75,4,3,0,2014,10888.912822757113,12,2024,1,1,January,Grand (> 150 m²),High standard,Market Standard
ANO000659,2024-11-30,Appartement à vente - Agadir,agadir,hay mohammadi,appartement,vente,547754.95,75.29,3,2,0,2018,7275.268295922432,8,2024,11,4,November,Petit (< 80 m²),High standard,Market Standard
ANO000590,2023-05-16,Appartement à vente - Kenitra,kenitra,centre,appartement,vente,528893.7,88.08,3,1,0,2012,6004.696866485013,14,2023,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO000591,2024-03-16,Terrain à vente - Rabat,rabat,souissi,terrain,vente,813080.73,503.41,0,0,0,1990,1615.1461631671996,36,2024,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO000192,2024-10-29,Bureau 153m² Malabata,tanger,malabata,bureau,vente,1112359.79,153.18,18,0,3,1992,7261.782151716934,34,2024,10,4,October,Grand (> 150 m²),High standard,Market Standard
ANO001399,2023-03-25,Villa à vente - Casablanca,casablanca,inconnu,villa,vente,2419605.19,210.33,3,1,0,2016,11503.851994484856,10,2023,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO000118,2024-01-09,Beau Villa Rabat,rabat,hassan,villa,vente,8213034.33,318.61,4,3,0,1997,25777.704183798374,29,2024,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO001073,2024-01-30,Appartement 71m² Souissi,rabat,souissi,appartement,vente,351205.22,71.89,2,1,3,1988,4885.313951870913,38,2024,1,1,January,Petit (< 80 m²),Medium,Market Standard
ANO001259,2023-12-19,Duplex moderne Tétouan,tétouan,inconnu,duplex,location,2949.44,173.58,2,2,0,1995,16.991819334024655,31,2023,12,4,December,Grand (> 150 m²),Economy,Market Standard
ANO000800,2024-02-16,Villa moderne Marrakech,marrakech,medina,villa,location,17976.26,266.58,5,3,0,2010,67.43289068947408,16,2024,2,1,February,Grand (> 150 m²),Economy,Market Standard
ANO000353,2023-12-14,Villa moderne Tétouan,tétouan,inconnu,villa,vente,2187222.96,343.82,5,3,0,2014,6361.534989238555,12,2023,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO000981,2023-09-03,Appartement à vente - Oujda,oujda,hay qods,appartement,vente,669588.46,73.34,2,1,3,2011,9129.921734387783,15,2023,9,3,September,Petit (< 80 m²),Luxury,Market Standard
ANO001084,2024-07-12,Appartement moderne Casablanca,casablanca,hay mohammadi,appartement,vente,327051.83,100.08,25,13,2,2004,3267.9039768185453,22,2024,7,3,July,Moyen (80-150 m²),Medium,Market Standard
ANO000510,2023-05-24,Beau Bureau Agadir,agadir,centre,bureau,vente,1817297.41,100.45,0,0,2,2010,18091.562070681928,16,2023,5,2,May,Moyen (80-150 m²),Luxury,Market Standard
ANO000774,2023-10-29,Beau Villa Casablanca,casablanca,anfa,villa,location,17399.07,285.16,3,1,0,2011,61.01511432178425,15,2023,10,4,October,Grand (> 150 m²),Economy,Market Standard
ANO000180,2024-10-18,Beau Appartement Meknès,meknès,inconnu,appartement,vente,503853.33,110.16,3,2,1,2005,4573.83197167756,21,2024,10,4,October,Moyen (80-150 m²),High standard,Market Standard
